id,name,screen_name,text,scoring
308563879041060864,Devin Nunes,DevinNunes,"#winning Jerry Brown's going to China in April and will make climate change a ""centerpiece"" of his trip http://t.co/A54iBYq2HY”",1
6271937309,Mike Rogers,RepMikeRogersAL,"In Agriculture committee hearing to talk about climate change, Cap and Trade legislation and our farms.",1
309278305922719744,Devin Nunes,DevinNunes,RT @dcexaminer: Congressional global warming hearing canceled due to D.C. snowstorm http://t.co/i1fYKQatuS,1
245184359102042112,Rep.Grace Napolitano,gracenapolitano,Interesting article on #climate change's impact on #hydropower http://t.co/JbLsz83q,1
9581825755,Bill Posey,congbillposey,SEC fails to protect investors but addresses climate change instead. Great article discussing it: http://ow.ly/1aNYt,-1
235092658249416705,Jerry Brown,JerryBrownGov,Those who still deny global warming’s existence should wake up and honestly face the facts. http://t.co/hin5PLun,1
277150357518434304,Tom Udall,SenatorTomUdall,Ever wonder the impact of climate change on #NM winter tourism industry?We must @ProtectWinters &amp; restore balance @NRDC http://t.co/ekvFUJTm,1
303324762757816320,"John Conyers, Jr.",RepJohnConyers,My statement on the threat posed by climate change http://t.co/eu63XOkS #forwardonclimate,-1
47666915312799744,Rep. Doris Matsui,DorisMatsui,In E&C markup - just introduced amend requiring @EPAgov to certify climate change isn't threat to economy before Upton bill could become law,1
115786732196204544,Senator Ron Johnson,SenRonJohnson,@WSJ today writes about the uncertain theories of climate change. Some choose to believe fiction over fact: http://t.co/U73gWcqu,-1
309370680489672704,Jim Bridenstine,RepJBridenstine,Today's House Science Committee hearing on global warming was cancelled because of snow!,-1
8599749013,Mike Rogers,RepMikeRogersAL,Discussing how #green jobs/green energy and #climate change legislation affect jobs in the forest industry with Pulp & Paperworkers' Council,1
258422484494340096,JayInslee,JayInslee,RT @leifutne: I support @JayInslee bc of his plan for growing #cleantech jobs and fighting climate change. #wagov,1
6504390319,Rep. Vern Buchanan,VernBuchanan,"In your view is the seriousness of global warming exaggerated, generally correct, or underestimated?Plz share your feedback",1
13005505127,Tom Rooney,TomRooney,"Which issue u want Congress to address next - jobs, immigration, climate change or other? My vote JOBS http://bit.ly/bIEJTR #tcot",-1
264037948591333376,Earl Blumenauer,repblumenauer,"Many things contribute to weather events like Sandy, climate change among them. Can't ignore it, it's not going away. http://t.co/KzoEeIIC",1
309373323421302784,Bill Posey,congbillposey,Today's science committee hearing on global warming was cancelled because of harsh snow storm #tcot,-1
247082314121760768,JayInslee,JayInslee,"RT @a_wrightp: Bill Clinton on climate change: ""no laughing matter."" @JayInslee has a plan to strengthen our economy through green energ ...",-1
2305029571,Chellie Pingree,chelliepingree,"I like Rep. Rohrabacher, but an hour of listening to him discuss his belief that global warming is a myth is painful at this hour.",-1
260606543471452161,Devin Nunes,DevinNunes,"RT @jamestaranto: Congrats to all 4 moderators for not wasting time on ""climate change.""",1
157189251883216896,André Carson,RepAndreCarson,"Glad to get an ""A” from @CGS_DC-an org that monitors legislation that protects human rights & combats climate change & nuclear proliferation",1
309398096712962048,Rep. Jared Huffman,RepHuffman,My message on the House floor yesterday: #KeystoneXL would undo progress on #climate change http://t.co/5z5X1htcQ4 #SafeClimateCaucus,1
37915729810567168,Tom Graves,RepTomGraves,Say goodbye to climate change regs and the Presidential slush fund: http://j.mp/g07xUV http://fb.me/KUFaQLtw,-1
319876158852313090,Sen. John Barrasso,SenJohnBarrasso,Joined @SenOrrinHatch &amp; @InhofePress in calling on WH #CEQ to abandon climate change litmus test on U.S. exports http://t.co/R9eH0G8e37,-1
2348609378,Joe Barton,RepJoeBarton,We r in the middle of the climate change debate. The facts are indisputable-jobs will be lost if it passes and prices will go up,1
29687464805273601,Earl Blumenauer,repblumenauer,"Hottest year ever, AU flooding, record snow, even our Sandy River offers preview of climate change coming attractions http://bit.ly/g3kG58",1
88648381613875200,Earl Blumenauer,repblumenauer,RT @Amy_NJ: @repblumenauer  weighs in @nationaljournal expert blog: Evidence for ill effects of climate change undeniable: http://njour. ...,1
1313230109,Chellie Pingree,chelliepingree,"JOAN Benoit here promoting green jobs, renewal energy & passing bill now on global warming - so important for Maine http://twitpic.com/20fcs",1
95626195261071360,Earl Blumenauer,repblumenauer,"Interior approps bill polluted w/ anti-environmental policy, pretends climate change doesn’t exist, hurts community health, eliminates jobs",-1
6442878029,Jerry Brown,JerryBrownGov,"Buoying our global warming position, important U.S. Environmental Protection Agency ruling today. http://bit.ly/8SNPDR",1
270664696640724992,Earl Blumenauer,repblumenauer,Tonight on PBS: Part Two of Ken Burns’ Dust Bowl.  Timely masterpiece with Hurricane Sandy and global warming.  http://t.co/lRb1OPUs,1
7677245129,Jerry Brown,JerryBrownGov,Whitman takes the climate change test: what grade would you give her? http://bit.ly/8g4qEK,-1
301519647499489280,Matt Cartwright,RepCartwright,"But for the sake of our children and our future, we must do more to combat climate change.  #SOTU #CleanEnergy",-1
6572904639,Kay Ivey,GovernorKayIvey,Have you seen this? UN trying to shakedown US for $60 billion for bogus climate change study. What say you?http://ping.fm/nGnIR,-1
322384408072032256,Suzanne Bonamici,RepBonamici,Thanks to OR businesses stepping up to urge action on climate change! http://t.co/Fxbk9xMRGh,1
1727337210,Sandy Levin,repsandylevin,Back and forth w/ Frank Beckman WJR  on global warming.  He dismisses it  - I say we need to invest in tech of future…on to W&M hearing,1
47757633096130560,Rep. Doris Matsui,DorisMatsui,Just spoke in E&C markup on my amend asking EPA to rule that climate change isn't affecting US economy before harmful Upton bill can be law,1
2350063154,Joe Barton,RepJoeBarton,debate on the cap & tax climate change bill is concluding.  The vote is going to b close.  If passed-will be largest tax & job killer ever,-1
6749706800,Joe Barton,RepJoeBarton,On plane to climate change conference in copenhagen as part of official Congressional delegation. Will try and give updates while there,-1
2352061439,Joe Barton,RepJoeBarton,"The house just passed 219-212 the climate change cap& tax bill. I voted ""no"" and led the floor fight against this bill.",-1
284172301015080960,Devin Nunes,DevinNunes,RT @stevenfhayward: The climate change McCarthyites have a list of names. And I'm on it! Woo-hoo! http://t.co/4SwsNXBY @PowerlineUS,1
160050038268108800,Congressmember Bass,RepKarenBass,Did you know: @UN fights climate change & leads a campaign to plan 1 billion trees per year?,1
301519777011228674,Randy Weber,TXRandy14,combat climate change? I hear more burdensome regulations from the EPA #SOTU #morejobs #lessregulation,-1
1847067468,John Culberson,CongCulberson,CBO: global warming bill moving through Cong will either be major tax increase or massive expansion of fed govt http://tinyurl.com/r26mc3,1
9839036140,Bill Posey,congbillposey,RT @cguzman1986: My new @Humanevents article about @congbillposey targeting new SEC climate change requirements: http://bit.ly/94LRC0 #t ...,1
311998981267914752,Gregory Meeks,GregoryMeeks,Excited to be on @SHO_Network upcoming documentary w/ some of my colleagues re: Super Storm #Sandy and climate change http://t.co/rGhxiaeFVL,1
1837985379,Joe Barton,RepJoeBarton,Energy and commerce committee mark up on climate change cap & trade bill is beginning. Link is :  http://tinyurl.com/4rezbv,-1
2571433661,Steve King,SteveKingIA,RT: @RadioIowaRI.com: Grassley says climate change bill may not get a vote in Senate this year http://tinyurl.com/mqq8wv #ACES #capandtrade,-1
347352484550938624,Rep. Jared Huffman,RepHuffman,"I agree w/ President Obama: ""Our generation must move toward a global compact to confront a changing climate before it's too late."" #Berlin",1
408676915990368256,Rep. Brad Schneider,RepSchneider,President announcing gov to get 20% of energy from renewables by 2020 is good step forward in fighting climate change http://t.co/nIdzEYPzrk,1
337346542778331136,Rep. Susan Davis,RepSusanDavis,Voted NO to waive enviro rules for #KeystoneXL. US takes all the risks (oil spills/climate change) without the reward of lower gas prices.,1
380386437247799296,David B. McKinley,RepMcKinley,Rep. McKinley questions officials with Obama Administration on climate change regulations.: http://t.co/rqvnKVRYKd via @YouTube,-1
395323818052710401,Matt Cartwright,RepCartwright,RT @SEEC: SEEC MoC @RepCartwright: Govt Accountability Office listed climate change as a high risk for the first time this year. #ActOnClim…,-1
410787913350516736,Rep. Jared Huffman,RepHuffman,"RT @LCVoters: ICYMI: @RepHuffman's speech on snow and climate change. ""Instead of looking at Dec. snowflakes..."" http://t.co/KqhfMI6tzm  #A…",1
411173744498196480,Rep. Jared Huffman,RepHuffman,RT @HuffingtonPost: We've reached the point where climate change deniers need to be reminded that it snows every year http://t.co/FC7GjrF2YQ,-1
428196918301192192,Rep. Hank Johnson,RepHankJohnson,.@MotherJones I addressed climate change &amp; look forward to hearing what #POTUS says in tonight's #SOTU: http://t.co/VoILqpuWxQ,1
348541688219832320,Gerry Connolly,GerryConnolly,RT @PressSec: It's time to act on climate change. Watch this video from President Obama and tune in Tuesday: http://t.co/SWDha3bTLh,-1
388732708118999040,Rep. Jared Huffman,RepHuffman,.@ClimateHawkVote @RepJaredPolis +2 districts hurt by climate change. Extreme weather =more fed disaster $$. Where R fiscal hawks on climate,-1
423564134639095809,Senator Bob Menendez,SenatorMenendez,"9,135 out of 9,136 scientists believe climate change is happening. More proof that we must #ActonClimate in Congress! http://t.co/9lDlAs1Wrh",-1
431484786549723136,Rep. Mark Pocan,repmarkpocan,"RT @LCVoters: .@repmarkpocan: climate change is real, but so are deniers. We need to pass laws to protect the future of our planet. #ActOnC…",1
349648873490358272,Rep. Jared Huffman,RepHuffman,Addressing climate change is the greatest imperative of our generation. It's time to #ActOnClimate.,1
357237034617802755,Rep. Hank Johnson,RepHankJohnson,The Safe Climate Caucus in the House is calling on @SpeakerBoehner to accept the science behind #climate change: http://t.co/K1OMOKeiWp,1
352564353087725568,Congressman Ami Bera,RepBera,Continued Congress at Your Company tour at CleanWorld – leader in clean energy that helps w/ climate change. http://t.co/hE7nRy22r0,1
380458340356067328,David B. McKinley,RepMcKinley,Watch this FOX News report on today's hearing on the President's plan for climate change. http://t.co/Pc2d7gp9mV,-1
396386714647674880,Sen. Al Franken,SenFranken,Franken congrats Fon du Lac Chairwoman @karendiver on being appointed to Presidential Task Force on climate change. http://t.co/gSgWV4Xcr9,1
428355622535692288,Gerry Connolly,GerryConnolly,"POTUS: we have to address climate change. ""The debate has ended #SOTU",-1
428936940839129088,Rosa DeLauro,rosadelauro,".@WaxmanClimate will be missed. Retirement is a loss for CA &amp; the country. Champion for health care, dealing w/climate change",1
431098505885515776,Rep Peter DeFazio,RepPeterDeFazio,".@USDA picked @oregonstateuniv to be a US climate change hub to figure out effects for farmers, etc. Great university doing important work",1
369827149701578752,Rep. Brad Schneider,RepSchneider,We must to do more to combat climate change &amp; protect our enviroment: Climate Panel Cites Near Certainty on Warming http://t.co/Y1ELKZpN9T,1
324245681395097600,Bobby L. Rush,RepBobbyRush,I spoke on the House floor to call on Congressional Republicans to face the fact that climate change is occurring: http://t.co/NAcujVX78H,-1
333254833886883844,Gerry Connolly,GerryConnolly,With CO2 levels passing #400ppm it's hard to argue the science of climate change. We need to get serious and address this global challenge,-1
361936311323598849,Suzanne Bonamici,RepBonamici,Joined leaders from range of industries affected by rising temperatures to reiterate need to address climate change http://t.co/KIRdoOpqCY,1
382151341503938560,Ann McLane Kuster,RepAnnieKuster,Great to see so many children at climate change roundtable in Nashua. We must act now for their sake and ours. #ProtectingOurPlanet,1
428276308422844416,Rep. Jared Huffman,RepHuffman,"Looking forward to tonight’s #SOTU. I'm hoping the President will talk about #immigration reform, income inequality, climate change.",1
328960750074863616,Rep. Marc Veasey,RepVeasey,"RT @EnvironmentTex: Great meeting w enviro champ @repveasey on parks, water and climate change. Thanks Congressman! http://t.co/XECUvpwilj",1
405090128147652609,Thomas Massie,RepThomasMassie,"Stop #5: Goshen General Store - chatted about #Obamacare, the #IRS, climate change, and more. http://t.co/O0OCqk41qO",-1
349308607688482816,Denny Heck,RepDennyHeck,Here's a preview @WhiteHouse released this weekend. We can't wait to take action in the fight against climate change. http://t.co/Gn5QHcCKen,-1
396286132243034112,Rep. Doris Matsui,DorisMatsui,Congrats 2 @KJ_MayorJohnson on being named 2 President's Task Force on Climate Preparedness! #Sacramento is ldr in combating climate change,1
410861317562847232,Rep. Jared Huffman,RepHuffman,RT @HuffPostPol: We've reached the point where climate change deniers need to be reminded that it snows every year http://t.co/vFDnUdbgii,-1
332627912530468866,Jerry Brown,JerryBrownGov,RT @BarackObama: Retweet to tell climate deniers in Congress: #YouWillNotBeTakenSeriouslyIf you keep ignoring the science on climate change.,-1
373189077308149760,Rep. Suzan DelBene,RepDelBene,"RT @WhiteHouseCEQ: Chair Sutley, @RepDelBene in Mount Vernon WA to learn how the community is preparing for climate change #ActOnClimate ht…",1
380369368921563137,Senator Angus King,SenAngusKing,"ICYMI: yesterday I spoke about climate change &amp; Maine's lobster industry on the Senate floor, watch my full remarks: http://t.co/rEcE2Fqm9Q",-1
344887055618281472,David E. Price,RepDavidEPrice,".@nclcv  Thanks for stopping by my office today to talk about climate change, clean energy &amp; environmental health. #ncpol #NC",1
381142506714300416,David E. Price,RepDavidEPrice,I applaud the President &amp; @EPA for working to address climate change--we have an obligation to future generations. #ActonClimate #ncpol,1
396349621087117312,Jerry Brown,JerryBrownGov,"I look forward to working on the @WhiteHouse Task Force, confronting the existential challenge of climate change. http://t.co/4x2UrYDghC",-1
351002509223006209,Rodney Frelinghuysen,USRepRodney,"Good to listen to ppl's concerns on immigration, Prez power, protecting our Constitution, Benghazi betrayal, gun violence and climate change",-1
407964410326831104,Matt Cartwright,RepCartwright,"RT @LCVoters: On House floor, @RepCartwright continues 100th day of #SafeClimateCaucus speeches &amp; outlines fiscal threats of climate change…",-1
354243504953753600,Rep. Duncan Hunter,Rep_Hunter,Oven rating tells us much about #POTUS climate change agenda.  Check out @reviewjournal: http://t.co/Qda4nJZHdy,-1
367039729281150977,Rep. Alan Lowenthal,RepLowenthal,"ICYMI: @latimes article, Effects of climate change in California are ‘significant and growing’ http://t.co/7qf62B2hQH",1
396386821011025920,Rep. Adam Smith,RepAdamSmith,Obama taking lead on #climatechange with EO directing agencies to prepare for impacts of climate change. Pleased @GovInslee is on Task Force,1
365603034887233537,Jerry Brown,JerryBrownGov,"Whether you live in California, Texas or Timbuktu, climate change is real, and it’s long past time for action: http://t.co/KPJjJaa0Ek",1
391671776427524096,David B. McKinley,RepMcKinley,Is this what it's coming to for people with differing opinions on climate change? http://t.co/8lnOQG4Htd,-1
428355648859176960,"Larry Bucshon, MD",RepLarryBucshon,RT @HouseGOP: FLASHBACK: @GinaEPA testified “it is unlikely” EPA actions will impact climate change. http://t.co/EgM7PIiZ6o #SOTU,-1
322837841971400704,D. Wasserman Schultz,RepDWStweets,Thank you to Dr. Jennifer Jurado for fighting global warming &amp; changing our community #championsforchange http://t.co/NWIVD2JD6x,1
335096418370985984,(((Rep. Nadler))),RepJerryNadler,"Syria, #sequester, climate change--lots of big problems out there. So what are House GOP doing today? Voting to repeal #Obamacare, of course",-1
349615656368480256,Jim Bridenstine,RepJBridenstine,"POTUS says he is leading a ""coordinated assault"" on climate change. It seems to me that he is leading a ""coordinated assault"" on jobs.#pjnet",-1
350372452838285312,Rep. Chris Stewart,RepChrisStewart,"I discussed Obama's climate change plan on the @RodArquette show a few days ago. Listen to it here, http://t.co/9WTESXY57H. #utpol",-1
335093393531228160,Sen. Lisa Murkowski,lisamurkowski,The #Arctic is @ front of climate change &amp; economic activity. Let’s balance opportunities w/ indigenous knowledge  http://t.co/ufxIW3AF5L,1
344461301369688065,Rep. Peter Welch,PeterWelch,Completely agree w/ Sundance Kid. Need to tackle climate change now &amp; #energyefficiency should be part of solution http://t.co/uJEGcwJSFL,1
395224213117624323,Jerry Brown,JerryBrownGov,The Pacific coast forges ahead and gets serious about climate change. http://t.co/l1lTlRO15V http://t.co/wRK0u8IgTb,1
395273954350211072,Rep. Alan Lowenthal,RepLowenthal,Time for rest of U.S. to join! MT @JerryBrownGov: Pacific coast forges ahead &amp; gets serious about climate change. https://t.co/OHeVMIR0dA,1
344211365940060161,Rep. Adam Smith,RepAdamSmith,"Met w/ @TJDiCaprio, winner of @EPAgov leadership award for work in climate change @Microsoft http://t.co/2z8o9SrOmm http://t.co/DadMkSyXTl",1
401017032876908545,(((Rep. Nadler))),RepJerryNadler,We know that we're getting a greater # of storm surges b/c of climate change. More must be done to prepare for them. #Sandy,1
329342145385349120,Earl Blumenauer,repblumenauer,"We must have better accounting of disaster funds, policies to mitigate damage, &amp; address the danger of climate change http://t.co/zTtJcknmmz",-1
377489142247981057,Jerry McNerney,RepMcNerney,"RT @matt_weiser: RT @paulrogerssjmn: Yale poll: 79% of Californians believe #climate change is happening, most want more action http://t.co…",1
349802721655795712,Jim Bridenstine,RepJBridenstine,New climate change regulations equal higher food prices. Regulations will greatly increase the price of fertilizers and pesticides. #pjnet,1
369584092200714240,Rep. Shea-Porter,RepSheaPorter,"RT @WhiteHouseCEQ: #ActOnClimate Chair Sutley and @RepSheaPorter in Hampton, NH to see how communities are preparing for climate change htt…",-1
378571013572665344,MichelleLujanGrisham,RepLujanGrisham,Promoting efforts to combat climate change at CST Solar in #abqtechfiesta http://t.co/YYOBdZJPkL,1
380315951226294272,David B. McKinley,RepMcKinley,Preparing for our upcoming hearing on the Hill concerning President Obama's climate change policies and activities. http://t.co/WpSeyMyltW,1
402491476434636800,Raul M. Grijalva,RepRaulGrijalva,"Public acknowledgement of global warming, #climate risks transcends party. Deniers are in small minority. http://t.co/hcakhfHR7A #p2",-1
431111655263444992,David E. Price,RepDavidEPrice,Congratulations to @NCState on being selected to host 1 of 7 regional climate change research hubs. #ncpol http://t.co/YuNhfqOOG2,1
329953655493115904,Joe Barton,RepJoeBarton,"Obama group tells ""Whopper"" abt climate change.Fact checkers catch Organizing for America lying abt votes in House. http://t.co/UvXYZYvbqz",-1
349587958459924482,Markwayne Mullin,RepMullin,"RT @Transport: These proposals for 'climate change' hurt American #transportation, #freight and #shipping. We don't need a #waroncoal. We n…",-1
349638536577814528,Senator Mazie Hirono,maziehirono,"I stand w/ Pres. to #ActOnClimate. As nation’s only island state, Hawaii knows threat of climate change to families &amp; economy",-1
349560036198068225,David E. Price,RepDavidEPrice,"RT @whitehouse: If these 4th graders can do something about climate change, there's no reason why we all can't: http://t.co/4oABgTDX4s",1
382149416368365569,Ann McLane Kuster,RepAnnieKuster,"Glad to be in Nashua today talking climate change. It's an essential community, economic issue. #WeMustTakeAction. http://t.co/GIltLarZhY",1
366633131928854528,Gerry Connolly,GerryConnolly,As co-chair of @SEEC we've long advocated Congress address climate change. I look forward to working with POTUS http://t.co/UkA6SDPioY,1
424212918016565249,Senator Angus King,SenAngusKing,ICYMI: Check out my remarks at this week’s press conference on climate change: http://t.co/LJvK1cjmw4 #mepolitics,-1
349786893749207040,Jim Bridenstine,RepJBridenstine,"According to a 2010 Harvard study, gas prices would have to rise to $7 a gallon to meet Obama's new climate change goals. #pjnet #tcot",-1
395227216017358848,Colleen Hanabusa,RepHanabusa,"RT @SEEC: SEEC MoC @RepHanabusa speaking abt threat of extreme weather events, like #SuperstormSandy, &amp; climate change to Hawaii #ActOnClim…",-1
380070829217705984,Senator Angus King,SenAngusKing,At 5:45 today I plan to speak on the Senate floor about how climate change is impacting our lobster industry; watch http://t.co/W5kCXH5jXZ,-1
423144507761111040,Senator Angus King,SenAngusKing,"Happening Now: Sen. Climate Action Task Force shares our plans to ""Wake Up Congress"" &amp; take action on climate change http://t.co/ncZhl1Cby2",-1
380388429906714624,Joe Barton,RepJoeBarton,"#SubEnergyPower hearing VIDEO: #Obama Admin ""stonewalling"" #Congress, Americans abt $77B spent on #climate change http://t.co/HAgYSZepxB",-1
423840688069828608,Senator Deb Fischer,SenatorFischer,I'll be questioning the head of EPA @GinaEPA on the President's climate change plan soon. Watch here: http://t.co/SX1RpgzKJE,-1
423901894595997696,Senator Deb Fischer,SenatorFischer,Questioned @GinaEPA about Pres Obama’s climate change plan that's hurt middle class families for questionable gains http://t.co/hP0iToVQAa,-1
339513977652514816,Earl Blumenauer,repblumenauer,PDX area has led the way on urban sustainability. Discussed w/ @NASciences this morning cities taking the lead and fighting climate change.,1
344557088523051008,Jim Bridenstine,RepJBridenstine,Spending 30 times as much on global warming research as on weather forecasting is a misallocation of funds. http://t.co/jGlrqlKK5E #pjnet,1
398161630242279424,Rep. Anna G. Eshoo,RepAnnaEshoo,RT @ezraklein: This is what America will look like once global warming melts the polar ice caps: http://t.co/VpcukKIM5q,1
423932414621384704,Mike Lee,SenMikeLee,The government should keep promises made to public lands states before funding international climate change programs: http://t.co/bD3jq0i34g,-1
397741903224913920,Sen. John Barrasso,SenJohnBarrasso,New executive order fulfills President’s extreme goal of ingraining climate change into mission of every Fed agency http://t.co/jtHcy2JkzC,1
380377874962083840,David B. McKinley,RepMcKinley,Rep. McKinley questions officials in Obama Administration on climate change plan.: http://t.co/nnjeJi3FBb via @YouTube,-1
380404995130408960,Brian Schatz,brianschatz,"MT If our changing climate goes unchecked, it will have devastating impacts on the United States and the planet."" @GinaEPA #ScienceSaysSo”",-1
390918860552929280,David E. Price,RepDavidEPrice,ICYMI-Newest IPCC report continues to sound the alarm on climate change. Time to do something about it! #ActonClimate http://t.co/IWrKp9M1cF,-1
420970656402927616,Rep Peter DeFazio,RepPeterDeFazio,"Congress should take on big challenges this year, incl climate change:
http://t.co/HABruRTUlh
@OLCV @climatesolution @citizensclimate",1
382199906674286593,Ann McLane Kuster,RepAnnieKuster,Kicked off a great roundtable on climate change this morning in  Nashua! We must #ActOnClimate http://t.co/cGJLk0U13E,1
380719882922254336,"Larry Bucshon, MD",RepLarryBucshon,"""New study says threat of man-made global warming greatly exaggerated' http://t.co/qo2EywPTZ5",1
381055722454138880,Pete Sessions,PeteSessions,The EPA’s global warming proposal will increase energy costs for North Texans &amp; destroy #jobs. http://t.co/Ky1iz8TMQP  #WarOnCoal,1
395242928055930880,Rep. Diana DeGette,RepDianaDeGette,Today's @EnergyCommerce O&amp;I hearing on @EPA's proposed rules on #coal shouldn't ignore #climate change. WATCH: http://t.co/87YD4coa9G,1
342653265927888896,Raul M. Grijalva,RepRaulGrijalva,New piece with Jose Aguto of @FCNL in @indiancountry on #Native community solutions to #climate change http://t.co/tdojgpNeeG #environment,1
380385914012188673,David B. McKinley,RepMcKinley,Rep. McKinley questions administration on job-killing climate change regulations. http://t.co/8csynKde22,-1
382910376041394176,Senator John Thune,SenJohnThune,"Obama's war on affordable energy: ""EPA admits banning coal plants won’t impact global warming"" @DailyCaller:  http://t.co/0OhpuV0DCj",1
395000674171097088,Jerry Brown,JerryBrownGov,The Pacific coast forges ahead and gets serious about climate change. http://t.co/l1lTlRO15V http://t.co/jdhidLrUDT,1
430754145277313024,Katherine Clark,RepKClark,Meeting with @GinaEPA at @SEEC &amp; recognizing climate change &amp; enviro champion @WaxmanClimate #mapoli,1
335490605402705922,Rep. Hank Johnson,RepHankJohnson,97% of scientists agree on climate change: http://t.co/T8c7aO9Yjp http://t.co/QGOezFneon http://t.co/X1LC4T5d3Z,1
381047424459894784,Pete Sessions,PeteSessions,"@washexaminer: ""Say what? EPA chief Gina McCarthy can't measure if global warming regs work"" http://t.co/2TLxUS13aN",-1
